Review,Point
ấn_tượng lúc mới bước vào quán là không_gian ấm cúngấm cúng đến mức phát bực quán có không_gian rất hẹp và mặc_dù có nhiều lầu nhưng các bạn nhân_viên cứ buộc mình phải ngồi bàn mà các đã chọn sẵn về phần thái_độ do mình ngồi ngay bàn cuối_cùng và rất gần khu_vực chuẩn_bị dụng_cụ đồng_thời sát cửa ra vào nên nghe rất rõ các bạn ấy nói_chuyện với nhau về khách_hàng nói_xấu một_cách lộ_liễu mình nghĩ các bạn nhân_viên rất cần được training lại phần này một lần nữa ạ còn về phần lẩu thịt ngon tuy_nhiên nước lẩu rất nhạt nhiều dầu_mỡ lần đầu_tiên đến đây lại thất_vọng đến vậy chắc_chắn mình sẽ không quay lại lần thứ 2,1.8
giờ quán này cậy có tiếng rồi nên phong_cách phục_vụ đi xuống hay sao ý vào quán nhân_viên phục_vụ mặt lạnh_tanh ra gọi đồ thì lâu không_gian quán thì quá ồn_ào,2.6
view đẹp bánh_mì giá hợp_lí ăn ngon nước uống được mình đi 2ng hết 100k,7.2
nay mình ăn_chay 2 ngày đi làm về tranh_thủ ghé quán chay mua chút đồ chay đồ 2 món nhưng khá mắc măng 10k 1 chút_xíu vậy còn mặn chả cũng mắc nữa nhân_viên k thân thiên đến bà chủ cũng hắc dịch tại_sao bán đồ chay mà mắc lại k có tâm_vậy,2.8
mình ship về ăn thấy bún ở đây ngon chả cá dai ngon nhiều chả tô 20k mà đầy_đủ và rất nhiều ăn no luôn khả_năng sẽ ship lần nữa,6.6
mình ghé vào đây chỉ để ăn bánh_tráng thịt heo thôi nên chưa bao_giờ ăn mỳ quảng nên xin miễn bàn về mỳ quảng bánh_tráng cuốn thịt heo ở đây giá 37k chưa kể bánh_tráng không biết mình có nghe nhầm không nữa nhưng khi tính tiền thì thêm 4k hay 5k gì đấy thịt heo quê ngon rau rá rất tươi được rửa sạch mình thích nhất điểm này nuớc chấm thơm và ngon nhân_viên không nhiệt_tình lắm món lên nhanh không_gian hơi chật nhưng sạch_sẽ sẽ ghé lại,8.2
quán hay giảm_giá cho khách trên nów nên hay đặt thức uống khá chất_lượng sẽ ủng_hộ tiếp lần sau nhờ quán dán thêm tem vào ly để dễ phân_biệt hơn cảm_ơn,9.6
từ hồi kin kin đổi chỗ sang tôn thất đạn giờ mình mới ghé lại không_gian bàn ghế bên này ngồi thoải_mái hơn tuy_nhiên hơi ồn do gần sân_bay thành_ra ngồi nghe ù_ù tiếng máy_bay miết bù lại món ăn chất_lượng tốt trình_bày cũng bắt_mắt nữa mình kết nhất món pad thái và lẩu hải_sản ở đây mọi ngưởi nên gọi khi đến ăn_giá_cả thì vẫn hạt_dẻ lắm í,8.0
quán mới mở cho mấy bạn sinh diên hoà khánh khỏi đi xa nằm ở đoạn ngô thì nhậm giao vs trần văn kỷ không_gian có 1 tầng thôi mà rộng lắm nha menu toàn mì cay giá_cả bình_dân,7.6
vừa kêu về một gà nướng lá chanh rượu nhật tên chắc chỉ để kêu thôi vì tên là gà nướng lá chanh mà đố ai tìm thấy cọng lá chanh nào chết liền gà ăn nhạt_nhẽo thôi ko bị đau bụng là may lắm rồi,5.2
sáng nay bị chủ quán bày ra kín bàn đồ ăn khi chưa gọi khi tính tiền cài thêm đĩa tưởng khách du_lịch tỉnh khác định tống thêm tiền gặp ngay dân hải phòng nên không nuốt được mọi người lưu_ý khi đến quán,2.6
the food is okay but when i finished my meal and cheack bill the real price was different im so dissapointed,2.8
không uống ở đây thì hơi phí đó nha mn 😍 😍,8.0
2 vọe chồng mình tới ăn thử cho biết nhưng thái_độ nv tệ quá hỏi gì cũng chỉ qua_loa đến cả lúc gởi tiền về còn rước bực vào người vì gọi đến 2 3 lần mới tới lấy,1.0
quán gần nhà nghe nói tới lâu rồi nhưng hnay mới có dịp thử minh gọi chè khoai dẻo hạt sen dừa non chè ngon nhiều topping nước dừa vừa_miệng nếu bỏ dá vào sẽ ko quá ngọt rất ưng_ý ngoài_ra vì mang vè nên có hộp đựng rất xinh và sạch_sẽ nữa,9.4
🏡 hi bro 113 phan đăng_lưu 🕕 6am 10pm 🌸 quán hơi xa trung_tâm ai ở gần cầu ttl hay helio sẽ tiện đi hơn quán phù_hợp để làm_việc hay outing cùng bạn_bè nhan 🙆 🌸 mình order trà đào 30k có mã gonjoy còn 25k vị hơi ngọt trà thơm đào ngon uống ổn mình từng tới đây uống sinh_tố dâu và bạc xỉu vị cũng được lắm 👍 🌸 về giá mình thấy giá rẻ hơn so với các quán cafe bây_giờ menu hình cuối nhân_viên đẹp_trai và dễ_thương cực đi buổi chiều 4h nha nhưng không_gian hơi bí hơi người quán bật điều hòa mà nóng tiếng_nói ồn,8.6
đặt qua now về ăn lâu rồi nay mới có dịp lên review bánh thì quá nhiều dầu nhưng kinh nhất là quả nem_lụi như kiểu cho mình ăn đồ hỏng từ hôm trước k hiểu ăn tại quán có thế ko hay_là với đồ ship nên quán mới tống cho bớt đồ hỏng never comeback,3.2
mình có ghé thử 2 lần để thưởng_thức 2 món cháo ếch và bò né nói về món cháo ếch không có gì đặc_sắc cháo không thơm ếch siêu tí_hon hương_vị rất_đỗi bình_thường món này giá 40k là quá đắt bò né trung_bình điểm tốt là không dùng dầu khi nấu nên yên_tâm là gặp phải dầu bẩn ở đây sủ_dụng bơ tường an để làm món này mùi_vị ở mức trung_bình giống như cách làm của mấy cô vợ trẻ mới lập gia_đình chứ mang ra kinh_doanh thì chưa đạt nước nha đam thấy quảng_cáo 1 cách quá lố so với chất_lượng thật_sự phải nói là nó đỉnh của dỡ tệ nhạt_nhẽo không thấy nha đam đâu nghe vị toàn mùi chai nhựa rẻ_tiền mình gọi chai nhựa không dám uống hết phải bỏ lại vệ_sinh không tốt ruồi bay tứ_tung khắp_nơi điểm cộng là nhân_viên khá thân_thiện,4.2
đây là câu_chuyện về nhân_viên mình lên lầu 1 thấy bàn trống sát ngoài ban_công rất ưng_ý thì 2 bạn nhân_viên vội_vã lại chắn đường mình như trấn_áp bạo_động và hướng_dẫn mình lên lầu vì trên lầu cũng có bàn giống như vậy mình hỏi rằng có chắc la giống ko thì khẳng_định là giống lúc mình lên thì bàn trống nhiều nhưng khác hoàn_toàn ở dưới thì mình không đồng_ý và đi xuống lại lúc này thì thấybạn đang mời khách vào bàn lúc đầu mình chọn tại_sao bạn nhân_viên ko mời khách đó lên lầu và chặn khách lại 1 cách dữ_dội giống như mình mà_lại niềm nỡ thế mặc_dù ban_đầu nếu bàn đặt sẳn thì có_thể bảo mình bàn đặt ok mình lên lầu nhưng đây là sự nhìn mặt mà phục_vụ tưởng mình hiền hay sao ý rồi món ăn thì thất_vọng tràn_trề giả_cầy thì cứng nước loãng_nhạt giá_cả cao đã từng ăn rất nhiều lần ở nhiều chi_nhánh nhưng chắc sẽ không bao_giờ quay lại,3.6
quán bán mì quảng đủ loại gọi 1 mì quảng cá_lóc và mì quảng ếch cá_lóc 20kcòn ếch thì 30k mì quảng ếch quán để trong 1 cái mẹt nhiều kinh_khủng từ mì đến ếch tới 2 cái đùiăn ráng chứ bỏ thì uổngquán làm thấm sạch_sẽ,8.0
lâu_lâu tự thưởng cho mình nên mình order 1lần 5 cái mochi ăn cho đã rút kinh_nghiệm lần trc không phải chờ tan mochi mình chọn là ăn_liền nên ship tới vẫn còn hơi lạnh lạnh ăn dc ngay ước gì mochi giá thấp hơn mình sẽ dc ăn thường_xuyên hơn mochi ngon và rất thơm nhân_viên giao hàng nhanh và thân_thiện,6.2
hôm bữa có đặt qua delivery now một phần cháo ếch hai phần cơm với ếch chiên giòn với một phần xúc_xích mọi thứ đều được chỉ đáng tiếc là cơm với ếch chiên giòn chẳng có sốt gì ăn kèm cả nên cảm_thấy hơi nhạt bữa đó có giảm 50 nên rất rẻ ý,7.0
được,3.6
quán này thì còn nói gì nữa món gì cũng ngon nhưng mà thích nhất là tàu_hũ sầu_riêng vào sài_gòn lại ko tìm đâu được món thế này bò bía thì ăn vừa_miệng nước trộn gỏi làm lạ_miệng nói_chung là ngon cực ực ựcnhân viên thì toàn trai xinh gái đẹp khổ đi bán chè chi_phí vậy không biết mỗi lần đến đây là phải ăn 1 bàn cho nó đã p chỉ có 1 điểm trừ là quán hơi bị khuất,8.6
hiếu_khách mà nhớ mặt ghê đôi_khi còn được ưu_đãi nho_nhỏ thôi cũng vẫn vui cơm gà là chủ_yếu nên gà được lựa_chọn kĩ ăn một lần là sẽ lưu_luyến,8.6
ngon phục_vụ tốt,9.6
mình với bạn gọi 1 phần cháo ếch singapore 1 bò bít tết sốt tiêu món nào cũng ngon no căng bụng quán sạch_sẽ bày trí dễ_thương hơn lúc trước ở bên 03 đặng thai mai sẽ ghé thường_xuyên,10.0
bữa_nay lừoi quá nên order về ăn mì bò vẫn ngon như ngày nào bạn mình ăn mì cá trứng nhưng nghe bảo cá vụn và hơi ít may quá mình ăn mì bò hihi rau này là rau ăn kèm bánh_tráng thịt heo á nhìn cũng nhiều bỏ_xừ ý mình k ăn rau nên vứt ra hết hà bên này nếu ship deli phải đơn trên 100k k là tính phụ_phí 10k đó muốn ăn thì rủ thêm anh_em đồng_đội ăn cho vui nhé bánh_tráng cái 5k mỏng giòn bẻ vào mì cực ngon,8.2
trời nắng_nóng quá k thể ở phòng được là cứ làm ly trà đào ra cầu ngồi hóng tí gió ngắm thành_phố nè trà đào quán hibro đúng ngon kiểu của mình luôn trà k quá ngọt thêm xíu chua chua của chanh nữa làm mê k thể bỏ cứ uống đồ của quán là hết sạch k còn gì mới chịu 100 điểm cho hibro nhé 👏 👏 👏,9.8
vừa ghé quán hôm trước quan không_gian 2 tầng rộng_rãi sạch_sẽ thấy menu cũng nhiều món giá cũng khá là ok hai đứa gọi mì cay hải_sản với mỳ cay bạch_tuộc 🍲 🍲 không ăn cay nên gọi cấp 0 nước_dùng khá ngon bạch_tuộc giòn chứ không bị dai nhân_viên nhanh_nhẹn lắm bọn mình order một_chút là có mỳ liền nói_chung là ok 👍 👍,8.2
quán mì quảng yêu thích của mình tuần nào mình cũng ăn ít_nhất 1 lần quán không rộng lắm nhưng bàn ghế cao_ráo sạch_sẽ nếu đông quá có_thể lên ngồi trên tầng 2 thấy nhiều người ăn mì ếch và mì gà nhưng mình lại thích nhất mì quảng sườn non ở đây miếng sườn non to nhiều thịt có sụn nữa ăn rất ngon ngoài mì quảng_quán có bán cả bánh_tráng thịt heo và cháo nữa đặc_biệt có nước chè xanh_om khá ngon mỗi lần ăn xong là mình phải uống vài ly d,7.8
hôm bữa thấy foody gt có món bạch_tuộc mi ni nướng nên rủ liền thằng bạn đá banh xong qua xơi chcuj xiên đã mồm rồi về bạch_tuộc ướp cay ngon nước_chấm số 1,7.4
quán chè bên quận 3 là quán quen của mình nè thèm chè là hay order bên quán về ăn lắm menu nhiều món lắm và có nhiều món chè ngon chị chủ quán nấu món nào cũng ngon á mình thích nhất là chè khoai dẻo coco 30k chè đậu 15k thì_phải khoai dẻo coco siêu ngon lun á khoai dẻo mềm dai ăn khá thích đậu hầm siêu siêu mềm ăn rất ngon nước dừa hôm_nay cho hơi ít phần này mình nhớ 15k hay 20k chi đó cũng oke ăn chè này vs đá bào sẽ ngon hơn nha quán bỏ trọng hộp giấy sạch_sẽ quán này nhân_viên bán cũng hên xui lắm,8.0
vị_trí quán dễ tìm nhưng các đường xung_quanh khá vắng_vẻ năm_ngoái mình có đến ăn một lần thì lần này quán đã đổi menu nhưng món chính như bạch tuột trứng cút phômai thì vẫn giữ nguyên_chất_lượng ko có satê nữa thôi giá_cả rẻ và phù_hợp với hssv không_gian quán bình_thường ko đặc_sắc và khá nhỏ các món ăn vặt đều ngon nhưng mình nghĩ nên bổ_sung thêm món,7.6
lâu rồi mới ghé lại ăn quán 2 tầng sạch soẽ thoáng mát wifi hơi yếu menu lắm món mới có set ăn trưa đc tặng canh cải và 1 cuốn chả_giò chay mình gọi gỏi xoài dặn_k cay nên ăn khá ổn mặc_dù hơi ngọt 1 tẹo pad thái phở xào tôn hơi nhiều dầu phần này nhiều phục_vụ khá nhanh quán mở toàn nhạc hot của năm 2000 nên nghe vui vui_á,8.0
10012018 hôm này là ngày đầu_tiên đến dn trời tối checkin ks xong nghỉ tí và mình cùng gia_đình vừa ghé hương quê ăn thử vì xem qua vlog của bạn khoai_tây trên youtube đúng là mì ếch mì lương bị mặn thật chứ kg phải hơi mặn phong_cách làm_ăn kiểu gia_đình cho nên quán ồn kinh quá lu_bu do chính nv chủ người_thân của chủ kg thích cách phục_vụ kiểu này túm lại kg gì đặc_biệt kg đáng để các bạn đi tìm phải đón taxi ra tới quán nếu tiện đường gần quán đang thèm bụng đói đặc_biệt là thích mặn thì ghé vô là ok,2.2
đầu tháng ăn_chay nên đặt về ăn thử cơm thì ổn nấm ngon miếng thì măng ngon giòn nhưng sợi miếng còn cứng nên nấu lâu hơn nước_dùng vị cũng được,7.6
mình vừa order một phần cháo 3 ếch nhưng sau khi mở hộp thì thấy rất ít ếch cảm_giác còn chưa được hai con ếch thực_tế là ăn_không đủ cho hai phần cháo 😭 hai người ăn 3 ếch và hai cháo thì thừa cháo thiếu ếch mùi_vị thì theo mình khá mặn và không hề giống vị cháo ếch sing mà mình biết cháo thì quá nhuyễn như cháo bột cho con_nít ăn và cháo hành là hành phi theo mình khá ngấy và không ngon_miệng điểm cộng duy_nhất là chai nước nha đam khá thơm ngon 🙄 sẽ không quay lại,3.4
i must have had 100 different kinds of pho throughout the us and vietnam pho hung is the second worst pho ive ever had in my life the little lady serving pho on the side of the street in saigon would have been a better choice i had pho tai bo vien nam worst ever the broth tasted like soy sauce smothered msg soup go here if youre out drinking too much your body wants to throw up but your mind says no youre in the middle state this bowl of pho will push you to throw up,1.0
dở quá bánh thì nhiều bột nếp dai tép bé tí 4 con bằng móng tay út với 2 miếng chả không khác gì quán bình_dân mà hành phi kiểu mua sẵn công_nghiệp cứng hôi chứ vỉa_hè người_ta còn tự làm giòn thơm hơn một phần 67 k giá cao không nói do thuê mặt_tiền đi nhưng ăn_không nổi cố nhai cho hết ở gần hay đi qua đây nghĩ bánh_cuốn thôi cần gì xem điểm mà má ơi ăn xong mới biết nó dở_thật,3.8
